feedback,latent_agent,subject,latent_prob,mine_prob_win_left,mine_prob_win_right,latent_guess,block_num,trial_num,condition,subj_choice
1,1,12943,0.3,0.3,0.7,1,2,21,2,2
0,0,12943,0.3,0.3,0.7,0,2,22,2,2
1,0,12943,0.3,0.3,0.7,1,2,23,2,2
1,0,12943,0.3,0.3,0.7,1,2,24,2,2
1,0,12943,0.3,0.3,0.7,1,2,25,2,2
1,1,12943,0.3,0.3,0.7,1,2,26,2,2
1,1,12943,0.3,0.3,0.7,1,2,27,2,2
1,0,12943,0.3,0.3,0.7,1,2,28,2,2
1,0,12943,0.3,0.3,0.7,1,2,29,2,2
1,0,12943,0.3,0.3,0.7,1,2,30,2,2
1,1,12943,0.3,0.3,0.7,1,2,31,2,2
1,0,12943,0.3,0.3,0.7,1,2,32,2,2
1,0,12943,0.3,0.3,0.7,1,2,33,2,2
1,0,12943,0.3,0.3,0.7,1,2,34,2,2
1,0,12943,0.3,0.3,0.7,1,2,35,2,2
1,0,12943,0.3,0.3,0.7,1,2,36,2,2
1,0,12943,0.3,0.3,0.7,1,2,37,2,2
1,1,12943,0.3,0.3,0.7,1,2,38,2,2
1,0,12943,0.3,0.3,0.7,1,2,39,2,2
1,1,12943,0.3,0.3,0.7,1,2,40,2,2
1,0,12943,0.3,0.3,0.7,1,2,41,2,2
1,1,12943,0.3,0.3,0.7,1,2,42,2,2
1,1,12943,0.3,0.3,0.7,0,2,43,2,2
1,0,12943,0.3,0.3,0.7,0,2,44,2,2
1,0,12943,0.3,0.3,0.7,1,2,45,2,2
1,0,12943,0.3,0.3,0.7,1,2,46,2,2
0,0,12943,0.3,0.3,0.7,0,2,47,2,2
1,0,12943,0.3,0.3,0.7,1,2,48,2,2
1,1,12943,0.3,0.3,0.7,0,2,49,2,2
0,0,12943,0.3,0.3,0.7,1,2,50,2,2
1,0,12943,0.3,0.3,0.7,1,3,1,3,2
1,1,12943,0.3,0.3,0.7,0,3,2,3,2
1,1,12943,0.3,0.3,0.7,0,3,3,3,2
1,1,12943,0.3,0.3,0.7,1,3,4,3,2
0,0,12943,0.3,0.3,0.7,0,3,5,3,2
1,0,12943,0.3,0.3,0.7,1,3,6,3,2
1,0,12943,0.3,0.3,0.7,0,3,7,3,2
0,1,12943,0.3,0.3,0.7,0,3,8,3,2
0,0,12943,0.3,0.3,0.7,0,3,9,3,2
0,1,12943,0.3,0.3,0.7,0,3,10,3,2
1,0,12943,0.3,0.3,0.7,1,3,11,3,2
1,0,12943,0.3,0.3,0.7,1,3,12,3,2
0,1,12943,0.3,0.3,0.7,0,3,13,3,2
1,1,12943,0.3,0.3,0.7,0,3,14,3,2
0,0,12943,0.3,0.3,0.7,1,3,15,3,2
0,0,12943,0.3,0.3,0.7,1,3,16,3,2
1,0,12943,0.3,0.3,0.7,0,3,17,3,2
1,0,12943,0.3,0.3,0.7,1,3,18,3,2
1,0,12943,0.3,0.3,0.7,0,3,19,3,2
1,0,12943,0.3,0.3,0.7,0,3,20,3,2
1,1,12943,0.3,0.3,0.7,1,3,21,3,2
1,0,12943,0.3,0.3,0.7,1,3,22,3,2
1,0,12943,0.3,0.3,0.7,1,3,23,3,2
1,0,12943,0.3,0.3,0.7,1,3,24,3,2
1,0,12943,0.3,0.3,0.7,0,3,25,3,2
1,1,12943,0.3,0.3,0.7,0,3,26,3,2
0,0,12943,0.3,0.3,0.7,0,3,27,3,2
0,1,12943,0.3,0.3,0.7,1,3,28,3,2
0,0,12943,0.3,0.3,0.7,1,3,29,3,2
0,0,12943,0.3,0.3,0.7,0,3,30,3,2
1,0,12943,0.3,0.3,0.7,0,3,31,3,2
0,1,12943,0.3,0.3,0.7,0,3,32,3,2
0,0,12943,0.3,0.3,0.7,1,3,33,3,2
1,0,12943,0.3,0.3,0.7,1,3,34,3,2
1,0,12943,0.3,0.3,0.7,1,3,35,3,2
1,0,12943,0.3,0.3,0.7,1,3,36,3,2
0,1,12943,0.3,0.3,0.7,0,3,37,3,2
1,0,12943,0.3,0.3,0.7,0,3,38,3,2
1,1,12943,0.3,0.3,0.7,1,3,39,3,2
1,0,12943,0.3,0.3,0.7,1,3,40,3,2
0,0,12943,0.3,0.3,0.7,1,3,41,3,2
1,0,12943,0.3,0.3,0.7,0,3,42,3,2
1,0,12943,0.3,0.3,0.7,1,3,43,3,2
1,0,12943,0.3,0.3,0.7,1,3,44,3,2
1,0,12943,0.3,0.3,0.7,1,3,45,3,2
0,0,12943,0.3,0.3,0.7,0,3,46,3,2
0,0,12943,0.3,0.3,0.7,1,3,47,3,2
1,1,12943,0.3,0.3,0.7,1,3,48,3,2
0,1,12943,0.3,0.3,0.7,0,3,49,3,2
1,0,12943,0.3,0.3,0.7,1,3,50,3,2
1,0,13627,0.3,0.3,0.7,0,1,1,3,2
1,1,13627,0.3,0.3,0.7,0,1,2,3,2
1,0,13627,0.3,0.3,0.7,0,1,3,3,2
1,0,13627,0.3,0.3,0.7,0,1,4,3,2
1,0,13627,0.3,0.3,0.7,0,1,5,3,2
0,0,13627,0.3,0.3,0.7,1,1,6,3,2
1,0,13627,0.3,0.3,0.7,1,1,7,3,2
1,0,13627,0.3,0.3,0.7,0,1,8,3,2
1,0,13627,0.3,0.3,0.7,0,1,9,3,2
1,0,13627,0.3,0.3,0.7,0,1,10,3,2
1,0,13627,0.3,0.3,0.7,0,1,11,3,2
1,0,13627,0.3,0.3,0.7,0,1,12,3,2
0,0,13627,0.3,0.3,0.7,1,1,13,3,2
1,0,13627,0.3,0.3,0.7,0,1,14,3,2
0,1,13627,0.3,0.3,0.7,1,1,15,3,2
0,0,13627,0.3,0.3,0.7,1,1,16,3,2
1,0,13627,0.3,0.3,0.7,0,1,17,3,2
1,0,13627,0.3,0.3,0.7,0,1,18,3,2
0,0,13627,0.3,0.3,0.7,1,1,19,3,2
1,1,13627,0.3,0.3,0.7,0,1,20,3,2
0,0,13627,0.3,0.3,0.7,1,1,21,3,2
1,0,13627,0.3,0.3,0.7,0,1,22,3,2
1,1,13627,0.3,0.3,0.7,0,1,23,3,2
1,0,13627,0.3,0.3,0.7,0,1,24,3,2
0,0,13627,0.3,0.3,0.7,1,1,25,3,2
1,1,13627,0.3,0.3,0.7,0,1,26,3,2
1,1,13627,0.3,0.3,0.7,0,1,27,3,2
1,0,13627,0.3,0.3,0.7,0,1,28,3,2
0,1,13627,0.3,0.3,0.7,1,1,29,3,2
0,1,13627,0.3,0.3,0.7,1,1,30,3,2
0,1,13627,0.3,0.3,0.7,1,1,31,3,2
1,0,13627,0.3,0.3,0.7,0,1,32,3,2
0,0,13627,0.3,0.3,0.7,1,1,33,3,2
0,0,13627,0.3,0.3,0.7,1,1,34,3,2
1,1,13627,0.3,0.3,0.7,0,1,35,3,2
1,0,13627,0.3,0.3,0.7,0,1,36,3,2
0,1,13627,0.3,0.3,0.7,1,1,37,3,2
1,0,13627,0.3,0.3,0.7,0,1,38,3,2
1,1,13627,0.3,0.3,0.7,0,1,39,3,2
0,0,13627,0.3,0.3,0.7,1,1,40,3,2
1,0,13627,0.3,0.3,0.7,0,1,41,3,2
1,0,13627,0.3,0.3,0.7,0,1,42,3,2
0,0,13627,0.3,0.3,0.7,1,1,43,3,2
1,0,13627,0.3,0.3,0.7,0,1,44,3,2
0,1,13627,0.3,0.3,0.7,1,1,45,3,2
1,0,13627,0.3,0.3,0.7,0,1,46,3,2
0,0,13627,0.3,0.3,0.7,1,1,47,3,2
0,1,13627,0.3,0.3,0.7,1,1,48,3,2
0,1,13627,0.3,0.3,0.7,0,1,49,3,2
0,0,13627,0.3,0.3,0.7,1,1,50,3,2
0,1,13627,0.3,0.7,0.3,0,2,1,1,1
0,1,13627,0.3,0.7,0.3,0,2,2,1,1
0,0,13627,0.3,0.7,0.3,0,2,3,1,2
0,0,13627,0.3,0.7,0.3,0,2,4,1,2
0,1,13627,0.3,0.7,0.3,0,2,5,1,2
1,0,13627,0.3,0.7,0.3,0,2,6,1,1
0,0,13627,0.3,0.7,0.3,1,2,7,1,1
0,1,13627,0.3,0.7,0.3,1,2,8,1,1
0,0,13627,0.3,0.7,0.3,1,2,9,1,1
1,0,13627,0.3,0.7,0.3,0,2,10,1,1
0,0,13627,0.3,0.7,0.3,1,2,11,1,1
0,0,13627,0.3,0.7,0.3,0,2,12,1,2
0,0,13627,0.3,0.7,0.3,0,2,13,1,2
0,0,13627,0.3,0.7,0.3,0,2,14,1,2
1,0,13627,0.3,0.7,0.3,0,2,15,1,2
0,0,13627,0.3,0.7,0.3,0,2,16,1,2
1,0,13627,0.3,0.7,0.3,0,2,17,1,1
1,0,13627,0.3,0.7,0.3,0,2,18,1,1
1,0,13627,0.3,0.7,0.3,0,2,19,1,1
1,0,13627,0.3,0.7,0.3,0,2,20,1,1
1,0,13627,0.3,0.7,0.3,0,2,21,1,1
1,0,13627,0.3,0.7,0.3,0,2,22,1,1
1,0,13627,0.3,0.7,0.3,0,2,23,1,1
0,1,13627,0.3,0.7,0.3,1,2,24,1,1
1,0,13627,0.3,0.7,0.3,0,2,25,1,1
1,0,13627,0.3,0.7,0.3,0,2,26,1,1
0,1,13627,0.3,0.7,0.3,1,2,27,1,1
1,0,13627,0.3,0.7,0.3,0,2,28,1,1
0,1,13627,0.3,0.7,0.3,1,2,29,1,1
0,0,13627,0.3,0.7,0.3,0,2,30,1,1
0,0,13627,0.3,0.7,0.3,1,2,31,1,1
1,0,13627,0.3,0.7,0.3,0,2,32,1,1
0,1,13627,0.3,0.7,0.3,1,2,33,1,1
1,0,13627,0.3,0.7,0.3,0,2,34,1,1
0,0,13627,0.3,0.7,0.3,1,2,35,1,1
0,1,13627,0.3,0.7,0.3,1,2,36,1,1
0,1,13627,0.3,0.7,0.3,1,2,37,1,1
1,0,13627,0.3,0.7,0.3,0,2,38,1,1
0,0,13627,0.3,0.7,0.3,1,2,39,1,1
0,0,13627,0.3,0.7,0.3,1,2,40,1,1
0,0,13627,0.3,0.7,0.3,1,2,41,1,1
1,0,13627,0.3,0.7,0.3,0,2,42,1,1
0,1,13627,0.3,0.7,0.3,1,2,43,1,1
0,0,13627,0.3,0.7,0.3,1,2,44,1,1
0,0,13627,0.3,0.7,0.3,1,2,45,1,1
0,1,13627,0.3,0.7,0.3,1,2,46,1,1
0,1,13627,0.3,0.7,0.3,1,2,47,1,1
0,0,13627,0.3,0.7,0.3,1,2,48,1,1
0,1,13627,0.3,0.7,0.3,1,2,49,1,1
0,1,13627,0.3,0.7,0.3,1,2,50,1,1
1,1,13627,0.3,0.7,0.3,0,3,1,2,2
1,0,13627,0.3,0.7,0.3,0,3,2,2,2
1,0,13627,0.3,0.7,0.3,0,3,3,2,2
0,0,13627,0.3,0.7,0.3,0,3,4,2,2
0,0,13627,0.3,0.7,0.3,0,3,5,2,2
0,0,13627,0.3,0.7,0.3,0,3,6,2,1
1,0,13627,0.3,0.7,0.3,0,3,7,2,1
0,0,13627,0.3,0.7,0.3,0,3,8,2,1
1,0,13627,0.3,0.7,0.3,0,3,9,2,1
1,1,13627,0.3,0.7,0.3,0,3,10,2,1
1,1,13627,0.3,0.7,0.3,0,3,11,2,1
0,0,13627,0.3,0.7,0.3,0,3,12,2,1
0,0,13627,0.3,0.7,0.3,0,3,13,2,1
1,0,13627,0.3,0.7,0.3,0,3,14,2,1
1,1,13627,0.3,0.7,0.3,0,3,15,2,1
1,1,13627,0.3,0.7,0.3,0,3,16,2,1
0,0,13627,0.3,0.7,0.3,0,3,17,2,1
0,0,13627,0.3,0.7,0.3,1,3,18,2,2
1,0,13627,0.3,0.7,0.3,1,3,19,2,2
1,1,13627,0.3,0.7,0.3,1,3,20,2,2
1,1,13627,0.3,0.7,0.3,1,3,21,2,2
0,0,13627,0.3,0.7,0.3,0,3,22,2,2
1,0,13627,0.3,0.7,0.3,0,3,23,2,1
1,0,13627,0.3,0.7,0.3,0,3,24,2,1
0,0,13627,0.3,0.7,0.3,0,3,25,2,1
1,1,13627,0.3,0.7,0.3,0,3,26,2,1
1,0,13627,0.3,0.7,0.3,0,3,27,2,1
0,0,13627,0.3,0.7,0.3,0,3,28,2,1
1,1,13627,0.3,0.7,0.3,0,3,29,2,1
1,1,13627,0.3,0.7,0.3,0,3,30,2,1
1,1,13627,0.3,0.7,0.3,0,3,31,2,1
1,1,13627,0.3,0.7,0.3,0,3,32,2,1
1,1,13627,0.3,0.7,0.3,0,3,33,2,1
0,0,13627,0.3,0.7,0.3,0,3,34,2,1
1,0,13627,0.3,0.7,0.3,0,3,35,2,1
1,0,13627,0.3,0.7,0.3,0,3,36,2,1
1,0,13627,0.3,0.7,0.3,0,3,37,2,1
1,0,13627,0.3,0.7,0.3,0,3,38,2,1
1,0,13627,0.3,0.7,0.3,0,3,39,2,1
0,0,13627,0.3,0.7,0.3,0,3,40,2,1
1,1,13627,0.3,0.7,0.3,0,3,41,2,1
1,0,13627,0.3,0.7,0.3,0,3,42,2,1
0,0,13627,0.3,0.7,0.3,0,3,43,2,1
1,0,13627,0.3,0.7,0.3,0,3,44,2,1
1,0,13627,0.3,0.7,0.3,0,3,45,2,1
1,0,13627,0.3,0.7,0.3,0,3,46,2,1
1,0,13627,0.3,0.7,0.3,0,3,47,2,1
0,0,13627,0.3,0.7,0.3,0,3,48,2,1
1,1,13627,0.3,0.7,0.3,0,3,49,2,1
1,0,13627,0.3,0.7,0.3,0,3,50,2,1
0,0,15232,0.3,0.3,0.7,0,1,1,2,1
1,0,15232,0.3,0.3,0.7,0,1,2,2,2
1,1,15232,0.3,0.3,0.7,0,1,3,2,2
1,0,15232,0.3,0.3,0.7,0,1,4,2,2
1,1,15232,0.3,0.3,0.7,0,1,5,2,2
0,0,15232,0.3,0.3,0.7,0,1,6,2,2
0,0,15232,0.3,0.3,0.7,0,1,7,2,1
0,0,15232,0.3,0.3,0.7,0,1,8,2,2
1,1,15232,0.3,0.3,0.7,1,1,9,2,2
1,1,15232,0.3,0.3,0.7,0,1,10,2,2
1,0,15232,0.3,0.3,0.7,0,1,11,2,2
0,0,15232,0.3,0.3,0.7,0,1,12,2,2
0,0,15232,0.3,0.3,0.7,0,1,13,2,1
1,0,15232,0.3,0.3,0.7,0,1,14,2,2
1,0,15232,0.3,0.3,0.7,0,1,15,2,2
1,0,15232,0.3,0.3,0.7,0,1,16,2,2
1,0,15232,0.3,0.3,0.7,0,1,17,2,2
1,1,15232,0.3,0.3,0.7,0,1,18,2,2
0,0,15232,0.3,0.3,0.7,0,1,19,2,2
0,0,15232,0.3,0.3,0.7,0,1,20,2,1
0,0,15232,0.3,0.3,0.7,0,1,21,2,2
1,0,15232,0.3,0.3,0.7,0,1,22,2,2
1,1,15232,0.3,0.3,0.7,0,1,23,2,2
0,0,15232,0.3,0.3,0.7,0,1,24,2,2
1,1,15232,0.3,0.3,0.7,0,1,25,2,2
1,1,15232,0.3,0.3,0.7,0,1,26,2,2
1,0,15232,0.3,0.3,0.7,0,1,27,2,2
1,1,15232,0.3,0.3,0.7,0,1,28,2,2
1,0,15232,0.3,0.3,0.7,0,1,29,2,2
1,1,15232,0.3,0.3,0.7,0,1,30,2,2
1,0,15232,0.3,0.3,0.7,0,1,31,2,2
1,0,15232,0.3,0.3,0.7,0,1,32,2,2
1,0,15232,0.3,0.3,0.7,0,1,33,2,2
0,0,15232,0.3,0.3,0.7,0,1,34,2,2
1,0,15232,0.3,0.3,0.7,0,1,35,2,2
1,0,15232,0.3,0.3,0.7,0,1,36,2,2
1,0,15232,0.3,0.3,0.7,0,1,37,2,2
0,0,15232,0.3,0.3,0.7,0,1,38,2,2
1,0,15232,0.3,0.3,0.7,0,1,39,2,2
1,1,15232,0.3,0.3,0.7,0,1,40,2,2
1,0,15232,0.3,0.3,0.7,0,1,41,2,2
1,1,15232,0.3,0.3,0.7,0,1,42,2,2
0,0,15232,0.3,0.3,0.7,0,1,43,2,2
0,0,15232,0.3,0.3,0.7,0,1,44,2,2
1,1,15232,0.3,0.3,0.7,0,1,45,2,2
1,1,15232,0.3,0.3,0.7,0,1,46,2,2
1,0,15232,0.3,0.3,0.7,0,1,47,2,2
1,1,15232,0.3,0.3,0.7,0,1,48,2,2
0,0,15232,0.3,0.3,0.7,0,1,49,2,2
0,0,15232,0.3,0.3,0.7,0,1,50,2,1
0,1,15232,0.3,0.3,0.7,0,2,1,1,1
0,0,15232,0.3,0.3,0.7,0,2,2,1,2
1,0,15232,0.3,0.3,0.7,0,2,3,1,2
0,1,15232,0.3,0.3,0.7,1,2,4,1,2
1,0,15232,0.3,0.3,0.7,0,2,5,1,2
1,0,15232,0.3,0.3,0.7,0,2,6,1,2
1,0,15232,0.3,0.3,0.7,0,2,7,1,2
1,0,15232,0.3,0.3,0.7,0,2,8,1,2
0,0,15232,0.3,0.3,0.7,1,2,9,1,2
0,1,15232,0.3,0.3,0.7,1,2,10,1,2
1,0,15232,0.3,0.3,0.7,1,2,11,1,2
0,1,15232,0.3,0.3,0.7,1,2,12,1,2
0,1,15232,0.3,0.3,0.7,1,2,13,1,2
1,0,15232,0.3,0.3,0.7,0,2,14,1,2
1,0,15232,0.3,0.3,0.7,0,2,15,1,2
1,0,15232,0.3,0.3,0.7,0,2,16,1,2
0,0,15232,0.3,0.3,0.7,0,2,17,1,2
1,0,15232,0.3,0.3,0.7,0,2,18,1,2
1,0,15232,0.3,0.3,0.7,0,2,19,1,2
1,0,15232,0.3,0.3,0.7,0,2,20,1,2
1,0,15232,0.3,0.3,0.7,0,2,21,1,2
1,0,15232,0.3,0.3,0.7,0,2,22,1,2
0,1,15232,0.3,0.3,0.7,0,2,23,1,2
1,0,15232,0.3,0.3,0.7,0,2,24,1,2
0,1,15232,0.3,0.3,0.7,1,2,25,1,2
0,1,15232,0.3,0.3,0.7,1,2,26,1,2
0,1,15232,0.3,0.3,0.7,1,2,27,1,2
0,0,15232,0.3,0.3,0.7,1,2,28,1,2
0,0,15232,0.3,0.3,0.7,1,2,29,1,2
0,1,15232,0.3,0.3,0.7,1,2,30,1,2
1,0,15232,0.3,0.3,0.7,0,2,31,1,1
0,0,15232,0.3,0.3,0.7,0,2,32,1,1
0,1,15232,0.3,0.3,0.7,0,2,33,1,1
1,0,15232,0.3,0.3,0.7,0,2,34,1,2
0,0,15232,0.3,0.3,0.7,1,2,35,1,2
1,0,15232,0.3,0.3,0.7,0,2,36,1,2
0,0,15232,0.3,0.3,0.7,1,2,37,1,2
0,0,15232,0.3,0.3,0.7,1,2,38,1,2
1,0,15232,0.3,0.3,0.7,0,2,39,1,2
1,0,15232,0.3,0.3,0.7,0,2,40,1,2
1,0,15232,0.3,0.3,0.7,0,2,41,1,2
1,0,15232,0.3,0.3,0.7,0,2,42,1,2
0,0,15232,0.3,0.3,0.7,1,2,43,1,2
0,1,15232,0.3,0.3,0.7,1,2,44,1,2
1,0,15232,0.3,0.3,0.7,0,2,45,1,2
0,0,15232,0.3,0.3,0.7,1,2,46,1,2
0,1,15232,0.3,0.3,0.7,1,2,47,1,2
1,0,15232,0.3,0.3,0.7,0,2,48,1,2
0,1,15232,0.3,0.3,0.7,1,2,49,1,2
0,1,15232,0.3,0.3,0.7,1,2,50,1,2
1,0,15232,0.3,0.7,0.3,0,3,1,3,1
1,0,15232,0.3,0.7,0.3,0,3,2,3,1
1,0,15232,0.3,0.7,0.3,0,3,3,3,1
0,1,15232,0.3,0.7,0.3,0,3,4,3,1
0,1,15232,0.3,0.7,0.3,1,3,5,3,1
1,1,15232,0.3,0.7,0.3,0,3,6,3,1
1,0,15232,0.3,0.7,0.3,0,3,7,3,1
1,1,15232,0.3,0.7,0.3,0,3,8,3,1
1,0,15232,0.3,0.7,0.3,0,3,9,3,1
1,0,15232,0.3,0.7,0.3,0,3,10,3,1
0,0,15232,0.3,0.7,0.3,0,3,11,3,1
1,0,15232,0.3,0.7,0.3,0,3,12,3,1
0,0,15232,0.3,0.7,0.3,1,3,13,3,1
0,0,15232,0.3,0.7,0.3,1,3,14,3,1
0,0,15232,0.3,0.7,0.3,1,3,15,3,1
1,1,15232,0.3,0.7,0.3,0,3,16,3,1
0,1,15232,0.3,0.7,0.3,1,3,17,3,1
0,1,15232,0.3,0.7,0.3,1,3,18,3,1
1,0,15232,0.3,0.7,0.3,0,3,19,3,1
1,0,15232,0.3,0.7,0.3,0,3,20,3,1
0,1,15232,0.3,0.7,0.3,1,3,21,3,1
0,0,15232,0.3,0.7,0.3,1,3,22,3,1
1,0,15232,0.3,0.7,0.3,0,3,23,3,1
1,0,15232,0.3,0.7,0.3,0,3,24,3,1
0,0,15232,0.3,0.7,0.3,1,3,25,3,1
0,0,15232,0.3,0.7,0.3,0,3,26,3,2
1,0,15232,0.3,0.7,0.3,0,3,27,3,1
1,1,15232,0.3,0.7,0.3,0,3,28,3,1
1,0,15232,0.3,0.7,0.3,0,3,29,3,1
0,0,15232,0.3,0.7,0.3,0,3,30,3,2
1,0,15232,0.3,0.7,0.3,0,3,31,3,1
0,1,15232,0.3,0.7,0.3,1,3,32,3,1
1,0,15232,0.3,0.7,0.3,0,3,33,3,1
0,1,15232,0.3,0.7,0.3,0,3,34,3,1
0,1,15232,0.3,0.7,0.3,0,3,35,3,1
1,0,15232,0.3,0.7,0.3,0,3,36,3,1
1,0,15232,0.3,0.7,0.3,0,3,37,3,1
1,0,15232,0.3,0.7,0.3,0,3,38,3,1
1,0,15232,0.3,0.7,0.3,0,3,39,3,1
0,0,15232,0.3,0.7,0.3,0,3,40,3,2
0,1,15232,0.3,0.7,0.3,0,3,41,3,1
0,0,15232,0.3,0.7,0.3,1,3,42,3,1
1,0,15232,0.3,0.7,0.3,0,3,43,3,1
0,0,15232,0.3,0.7,0.3,1,3,44,3,1
1,0,15232,0.3,0.7,0.3,0,3,45,3,1
0,0,15232,0.3,0.7,0.3,1,3,46,3,1
1,1,15232,0.3,0.7,0.3,0,3,47,3,1
0,0,15232,0.3,0.7,0.3,1,3,48,3,1
1,0,15232,0.3,0.7,0.3,0,3,49,3,1
1,1,15232,0.3,0.7,0.3,0,3,50,3,1
1,0,15882,0.3,0.7,0.3,1,1,1,3,1
1,1,15882,0.3,0.7,0.3,1,1,2,3,1
1,0,15882,0.3,0.7,0.3,1,1,3,3,1
0,1,15882,0.3,0.7,0.3,0,1,4,3,1
1,0,15882,0.3,0.7,0.3,1,1,5,3,1
1,0,15882,0.3,0.7,0.3,1,1,6,3,1
1,0,15882,0.3,0.7,0.3,1,1,7,3,1
1,1,15882,0.3,0.7,0.3,1,1,8,3,1
1,0,15882,0.3,0.7,0.3,1,1,9,3,1
0,1,15882,0.3,0.7,0.3,1,1,10,3,1
0,0,15882,0.3,0.7,0.3,1,1,11,3,1
1,0,15882,0.3,0.7,0.3,1,1,12,3,1
0,0,15882,0.3,0.7,0.3,0,1,13,3,1
1,0,15882,0.3,0.7,0.3,1,1,14,3,1
1,0,15882,0.3,0.7,0.3,1,1,15,3,1
1,0,15882,0.3,0.7,0.3,1,1,16,3,1
1,0,15882,0.3,0.7,0.3,1,1,17,3,1
1,0,15882,0.3,0.7,0.3,1,1,18,3,1
1,0,15882,0.3,0.7,0.3,1,1,19,3,1
0,0,15882,0.3,0.7,0.3,0,1,20,3,1
1,0,15882,0.3,0.7,0.3,1,1,21,3,1
1,0,15882,0.3,0.7,0.3,1,1,22,3,1
0,1,15882,0.3,0.7,0.3,0,1,23,3,1
0,0,15882,0.3,0.7,0.3,1,1,24,3,1
1,1,15882,0.3,0.7,0.3,1,1,25,3,1
0,1,15882,0.3,0.7,0.3,0,1,26,3,1
1,0,15882,0.3,0.7,0.3,1,1,27,3,1
1,1,15882,0.3,0.7,0.3,1,1,28,3,1
